id,listing_url,scrape_id,source,name,description,picture_url,host_id,host_url,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,bathrooms_type
6624,https://www.airbnb.com/rooms/6624,20250302033917,city scrape,Venice garden charme and canal view!,"I'm thrilled to share my apartment with garden, canal views and tennis court with guests who love Venice and I hope that my home could make their stay in this wonderful city a  exceptional experience!<br />This is the perfect spot for a relaxing stay",https://a0.muscache.com/pictures/65440024/a5646008_original.jpg,15016,https://www.airbnb.com/users/show/15016,Francesca,2009-04-27,"Venice, Italy",within a few hours,100%,74%,t,9.0,16.0,"['email', 'phone']",t,t,Santa Croce,Isole,45.43977,12.32736,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,6.0,"[""Backyard"", ""Bidet"", ""High chair"", ""Outdoor furniture"", ""Shower gel"", ""Shampoo"", ""Dedicated workspace"", ""Body soap"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Toaster"", ""Private entrance"", ""Hair dryer"", ""Paid parking off premises"", ""Long term stays allowed"", ""Baking sheet"", ""Dining table"", ""Wifi"", ""Refrigerator"", ""Central heating"", ""Cleaning products"", ""Dishwasher"", ""Outdoor dining area"", ""Garden view"", ""Essentials"", ""Central air conditioning"", ""Hangers"", ""Host greets you"", ""Extra pillows and blankets"", ""Coffee"", ""Gas stove"", ""Canal view"", ""Single oven"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Cleaning available during stay"", ""Patio or balcony"", ""Luggage dropoff allowed"", ""Courtyard view"", ""Freezer"", ""Clothing storage: closet and dresser"", ""Cooking basics"", ""Crib"", ""Books and reading material"", ""Pack \u2019n play/Travel crib"", ""Drying rack for clothing"", ""Washer"", ""Kitchen"", ""Iron"", ""Bed linens"", ""Bathtub""]",227.0,4,50,3,5,50,50,3.2,50.0,t,30,60,83,341,2025-03-02,89,1,1,281,1,8,1816.0,2025-02-16,4.98,4.97,4.97,4.93,4.88,4.95,4.92,f,1,1,0,0,0.54,baths
27116,https://www.airbnb.com/rooms/27116,20250302033917,city scrape,Junior Suite with balcony overlooking canal,"Few steps from Saint Mark square, on a picturesque canal with gondolas passing by, giò & giò has three charming rooms furnished with taste. From the romantic balcony of Junior suite and from the windows of the confortable lounge at disposal of the guests, a wonderful view on the gondolas passing by.<br />Our other bedrooms on Airbnb here: https://www.airbnb.it/rooms/2510812",https://a0.muscache.com/pictures/miso/Hosting-27116/original/57bcd553-969f-429f-b570-da53c8795f15.jpeg,116144,https://www.airbnb.com/users/show/116144,Giò&Giò,2010-04-30,"Venice, Italy",within a day,100%,100%,f,3.0,3.0,"['email', 'phone']",t,t,San Marco,Isole,45.43277,12.33456,Private room in bed and breakfast,Private room,3,1.0,1 private bath,1.0,2.0,"[""Air conditioning"", ""Lockbox"", ""Hot water"", ""Hair dryer"", ""Breakfast"", ""Wifi"", ""Refrigerator"", ""TV"", ""Essentials"", ""Hangers"", ""Canal view"", ""Fire extinguisher"", ""Microwave"", ""Dishes and silverware"", ""Coffee maker"", ""Self check-in"", ""Heating"", ""Lock on bedroom door"", ""Washer"", ""Kitchen"", ""Iron""]",187.0,1,1125,1,3,1125,1125,2.2,1125.0,t,8,24,38,125,2025-03-02,414,0,0,125,0,0,0.0,2022-11-11,4.84,4.84,4.9,4.78,4.81,4.94,4.78,t,3,1,2,0,2.33,private bath
44527,https://www.airbnb.com/rooms/44527,20250302033917,city scrape,Luxury Historic Apartment on Calm Sunny Canal,"An apartment that blends Gothic style with inimitable Venetian charm. Fully renovated, bright and quiet, wonderful southerly views. <br />Rental authorization code (CIN): IT027042B4GROPSZS4<br /><br />The apartment is a luxury , early gothic Palazzo. The apartment has been fully renovated, with respect to its original colors, style and allure.<br /><br />Please note that  for checkin after 10 PM, a 50 euros contribution in cash upon arrival is due to the cleaning lady that will come on purpose to let you in.",https://a0.muscache.com/pictures/d81fb136-a867-442c-916d-018f1ef0e0ea.jpg,120215,https://www.airbnb.com/users/show/120215,Marc & Elisabeth,2010-05-07,"Venice, Italy",within an hour,100%,100%,t,3.0,7.0,"['email', 'phone', 'work_email']",t,t,Cannaregio,Isole,45.44569,12.32902,Entire rental unit,Entire home/apt,4,2.0,2 baths,3.0,3.0,"[""Smoke alarm"", ""Bidet"", ""Shower gel"", ""Shampoo"", ""Air conditioning"", ""Dedicated workspace"", ""Body soap"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Toaster"", ""Hair dryer"", ""Clothing storage: closet and wardrobe"", ""Bose sound system with Bluetooth and aux"", ""Long term stays allowed"", ""Dining table"", ""Oven"", ""Laundromat nearby"", ""Wifi"", ""Refrigerator"", ""Cleaning products"", ""Dishwasher"", ""Blender"", ""Essentials"", ""Host greets you"", ""Hangers"", ""Stove"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""TV with standard cable"", ""Coffee"", ""Canal view"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Coffee maker"", ""Conditioner"", ""Dryer"", ""Waterfront"", ""Freezer"", ""Cooking basics"", ""Crib"", ""Heating"", ""Pack \u2019n play/Travel crib"", ""Children\u2019s books and toys"", ""Drying rack for clothing"", ""Washer"", ""Kitchen"", ""Iron"", ""Bed linens"", ""Bathtub""]",391.0,2,365,2,2,1125,1125,2.0,1125.0,t,17,43,63,287,2025-03-02,149,18,0,227,21,108,42228.0,2024-12-31,4.86,4.83,4.75,4.94,4.94,4.91,4.71,f,2,2,0,0,0.88,baths
47383,https://www.airbnb.com/rooms/47383,20250302033917,city scrape,Ca' Barba B&B: room n102 (jacuzzi shower),"Ca' Barb B&B, a few steps away from Rialto bridge, is quite special. No detail is overlooked to make your stay in Venice special.<br /><br />The room n102, at the first floor, has a master bed (160x190cm) and private bathroom with a Jacuzzi shower.",https://a0.muscache.com/pictures/550179/3b2f0d4f_original.jpg,214390,https://www.airbnb.com/users/show/214390,Alessandro,2010-08-27,"Venice, Italy",within an hour,100%,100%,t,4.0,5.0,"['email', 'phone']",t,t,San Polo,Isole,45.43921,12.3331,Room in bed and breakfast,Hotel room,2,1.0,1 private bath,1.0,1.0,"[""Shampoo"", ""Air conditioning"", ""Hot water"", ""Hair dryer"", ""Breakfast"", ""Long term stays allowed"", ""Wifi"", ""Refrigerator"", ""Essentials"", ""Host greets you"", ""Hangers"", ""TV with standard cable"", ""Fire extinguisher"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Private hot tub"", ""First aid kit"", ""Heating"", ""Pack \u2019n play/Travel crib"", ""Iron""]",98.0,2,90,2,3,1125,1125,2.0,1125.0,t,13,37,65,316,2025-03-02,408,25,2,263,23,150,14700.0,2025-02-10,4.93,4.96,4.99,4.99,4.98,4.94,4.88,t,4,1,0,0,2.32,private bath
49656,https://www.airbnb.com/rooms/49656,20250302033917,city scrape,Ca' Foscari Apartment,It’s a lovely quiet newly restored flat within a stone’s throw of a lot of very famous landmarks. The apartment is on the first floor overlooking the large Calle Ca’ Foscari. You will be immediately delighted by beautiful landmarks!,https://a0.muscache.com/pictures/41037529-8487-4f8b-99b3-9b53e6ba3863.jpg,226598,https://www.airbnb.com/users/show/226598,Andrea,2010-09-07,"Treviso, Italy",within an hour,100%,100%,t,3.0,3.0,"['email', 'phone']",t,t,Dorsoduro,Isole,45.43549,12.32612,Entire rental unit,Entire home/apt,2,1.0,1 bath,2.0,2.0,"[""High chair"", ""Air conditioning"", ""Hot water"", ""Hair dryer"", ""Oven"", ""Wifi"", ""Refrigerator"", ""TV"", ""Essentials"", ""Host greets you"", ""Hangers"", ""Microwave"", ""Dishes and silverware"", ""Coffee maker"", ""Cooking basics"", ""Crib"", ""Heating"", ""Pack \u2019n play/Travel crib"", ""Kitchen"", ""Iron""]",101.0,3,31,2,5,1125,1125,4.3,1125.0,t,13,20,27,249,2025-03-02,131,18,1,201,15,108,10908.0,2025-02-03,4.82,4.84,4.78,4.95,4.97,4.97,4.78,t,2,2,0,0,0.87,bath
60304,https://www.airbnb.com/rooms/60304,20250302033917,city scrape,B&B  Venice Casa Baseggio,"Located  in the  historical center, the B&B is situated in an ancient building which was part, already in 1300, of a Franciscan convent. <br />From the terrace where in the summer breakfast is served you can enjoy the peace  of the ancient garden.",https://a0.muscache.com/pictures/4f3cbd52-3a7f-49c3-8861-565ae6b94497.jpg,290452,https://www.airbnb.com/users/show/290452,Marco,2010-11-18,"Venice, Italy",within an hour,100%,100%,f,2.0,2.0,"['email', 'phone']",t,t,Cannaregio,Isole,45.44453,12.333,Private room in bed and breakfast,Private room,2,1.0,1 private bath,1.0,1.0,"[""Bidet"", ""Shower gel"", ""Shampoo"", ""Air conditioning"", ""Body soap"", ""Hot water kettle"", ""Hot water"", ""Hair dryer"", ""Long term stays allowed"", ""Laundromat nearby"", ""Wifi"", ""Refrigerator"", ""Garden view"", ""Essentials"", ""Host greets you"", ""Hangers"", ""Clothing storage"", ""Mosquito net"", ""Luggage dropoff allowed"", ""Courtyard view"", ""Shared patio or balcony"", ""Crib"", ""Heating"", ""Lock on bedroom door"", ""Pack \u2019n play/Travel crib"", ""Extra pillows and blankets"", ""Bed linens""]",131.0,1,1000,1,5,1125,1125,2.6,1125.0,t,10,12,13,28,2025-03-02,160,0,0,28,0,0,0.0,2023-05-06,4.89,4.85,4.94,4.92,4.85,4.82,4.8,f,2,0,2,0,0.96,private bath
61714,https://www.airbnb.com/rooms/61714,20250302033917,city scrape,B&B AL CANAL VENICE blue room canal view air cond,CHARMING ROOM WITH CANAL VIEW AIR CONDITIONING,https://a0.muscache.com/pictures/33b73e21-5472-4563-9ca5-f66e51129353.jpg,289023,https://www.airbnb.com/users/show/289023,Francesca,2010-11-16,"Venice, Italy",within an hour,100%,99%,t,2.0,6.0,"['email', 'phone']",t,t,Giudecca,Isole,45.42708,12.31823,Private room in bed and breakfast,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Bidet"", ""Portable air conditioning"", ""Shower gel"", ""Shampoo"", ""Dedicated workspace"", ""Hot water kettle"", ""Hot water"", ""Private backyard \u2013 Fully fenced"", ""Hair dryer"", ""Breakfast"", ""Pack \u2019n play/Travel crib - available upon request"", ""Wifi"", ""Refrigerator"", ""Cleaning products"", ""Essentials"", ""Host greets you"", ""Hangers"", ""Clothing storage"", ""Room-darkening shades"", ""Canal view"", ""Conditioner"", ""Single level home"", ""Crib"", ""First aid kit"", ""Heating"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens""]",126.0,2,730,2,2,730,730,2.0,730.0,t,24,51,74,248,2025-03-02,465,47,1,248,45,255,32130.0,2025-02-16,4.86,4.86,4.89,4.91,4.92,4.79,4.77,f,2,0,2,0,2.73,shared bath
69877,https://www.airbnb.com/rooms/69877,20250302033917,city scrape,Central room with garden's view,,https://a0.muscache.com/pictures/12833298/1359e026_original.jpg,351965,https://www.airbnb.com/users/show/351965,Ca' Turelli,2011-01-18,"Venice, Italy",within an hour,100%,6%,f,4.0,4.0,"['email', 'phone']",t,t,Dorsoduro,Isole,45.43218,12.32572,Private room in bed and breakfast,Private room,2,1.0,1 bath,1.0,2.0,"[""Air conditioning"", ""Heating"", ""Wifi"", ""TV""]",146.0,2,8,2,2,8,8,2.0,8.0,t,19,39,53,260,2025-03-02,6,0,0,200,0,0,0.0,2017-05-11,4.33,4.67,4.83,4.33,4.17,5.0,4.33,f,3,0,3,0,0.04,bath
71735,https://www.airbnb.com/rooms/71735,20250302033917,city scrape,a stone's throw to St.Markwith WiFi,very comfortable apartment located in the heart of Venice <br />50 sqm on the first floor( 13 steps)  of a building of only two units just one bloch far from the famous St.Mark's square,https://a0.muscache.com/pictures/026857b0-7fb5-4d5d-941f-dabb37026c7f.jpg,368293,https://www.airbnb.com/users/show/368293,Grazia,2011-01-30,"Venice, Italy",within an hour,100%,100%,f,5.0,6.0,"['email', 'phone']",t,t,San Marco,Isole,45.43367,12.33639,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Air conditioning"", ""Pack \u2019n play/Travel crib"", ""Paid parking off premises"", ""Hot water"", ""Hair dryer"", ""Long term stays allowed"", ""Oven"", ""Wifi"", ""Refrigerator"", ""Cleaning products"", ""Essentials"", ""Host greets you"", ""Hangers"", ""Stainless steel gas stove"", ""Extra pillows and blankets"", ""Microwave"", ""Dishes and silverware"", ""Coffee maker"", ""Single level home"", ""Cooking basics"", ""Crib"", ""Heating"", ""Clothing storage: closet"", ""Drying rack for clothing"", ""Washer"", ""Kitchen"", ""Iron"", ""Bed linens""]",127.0,3,29,2,3,1125,1125,2.9,1125.0,t,7,25,46,279,2025-03-02,205,35,0,257,43,210,26670.0,2025-01-24,4.58,4.62,4.52,4.74,4.79,4.88,4.58,t,4,4,0,0,1.23,bath
429750,https://www.airbnb.com/rooms/429750,20250302033917,city scrape,Canalside flat in central Venice,A bright south-facing apartment right on the canal in a quiet courtyard in the Dorsoduro -  the best area to stay in in Venice. You will be tucked away from the crowds in a tranquil corner watching gondolas float past your windows. You can also take folding chairs or cushions and sit out by the canal landing outside the front door. There are great restaurants and bars a few minutes walk away and you are close to the Zattere - the broad south-facing quay facing over to the Guidecca island.,https://a0.muscache.com/pictures/miso/Hosting-429750/original/e3662810-0147-48ab-badc-c13698573bfd.jpeg,2136473,https://www.airbnb.com/users/show/2136473,David,2012-04-14,"London, United Kingdom",within an hour,100%,100%,f,1.0,2.0,"['email', 'phone', 'work_email']",t,t,Dorsoduro,Isole,45.43193,12.3223,Entire rental unit,Entire home/apt,4,1.0,1 bath,3.0,4.0,"[""Smoke alarm"", ""Outdoor furniture"", ""Shampoo"", ""Air conditioning"", ""Dedicated workspace"", ""Pets allowed"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Shared backyard \u2013 Not fully fenced"", ""Long term stays allowed"", ""Movie theater"", ""Baking sheet"", ""Oven"", ""Wifi"", ""Refrigerator"", ""Outdoor dining area"", ""Essentials"", ""Host greets you"", ""Hangers"", ""Stove"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Single level home"", ""Waterfront"", ""Board games"", ""Cooking basics"", ""First aid kit"", ""Heating"", ""Pack \u2019n play/Travel crib"", ""Washer"", ""Kitchen"", ""Iron""]",202.0,3,90,3,3,1125,1125,3.0,1125.0,t,0,1,8,114,2025-03-02,87,12,1,114,11,72,14544.0,2025-02-08,4.66,4.73,4.51,4.73,4.88,4.88,4.73,t,1,1,0,0,0.6,bath
431287,https://www.airbnb.com/rooms/431287,20250302033917,city scrape,APARTMENT GRAPPA PARADISE,,https://a0.muscache.com/pictures/4946728/975338d9_original.jpg,2138358,https://www.airbnb.com/users/show/2138358,Luca,2012-04-14,"Venice, Italy",within an hour,100%,100%,f,2.0,2.0,"['email', 'phone']",t,t,Sant'Elena,Isole,45.4294,12.3603,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,5.0,"[""Smoke alarm"", ""High chair"", ""Shampoo"", ""Body soap"", ""Pets allowed"", ""Hot water"", ""Hair dryer"", ""Long term stays allowed"", ""Wifi"", ""Refrigerator"", ""Cleaning products"", ""Essentials"", ""Host greets you"", ""Hangers"", ""TV with standard cable"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Crib"", ""First aid kit"", ""Heating"", ""Pack \u2019n play/Travel crib"", ""Children\u2019s books and toys"", ""Washer"", ""Kitchen"", ""Iron"", ""Bathtub""]",90.0,3,1125,3,3,1125,1125,3.0,1125.0,t,29,45,61,147,2025-03-02,331,31,0,147,33,186,16740.0,2024-12-30,4.82,4.87,4.88,4.91,4.9,4.84,4.73,t,2,2,0,0,2.12,bath
441868,https://www.airbnb.com/rooms/441868,20250302033917,city scrape,Magical view inside Venice.,,https://a0.muscache.com/pictures/5552748/454c1282_original.jpg,2193613,https://www.airbnb.com/users/show/2193613,Pierantonio,2012-04-22,"Venice, Italy",within an hour,100%,100%,t,1.0,1.0,"['email', 'phone']",t,f,Santa Croce,Isole,45.44102,12.32862,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,5.0,"[""Smoke alarm"", ""Bidet"", ""Air conditioning"", ""Hot water kettle"", ""Hot water"", ""Hair dryer"", ""Wifi"", ""Refrigerator"", ""Dishwasher"", ""Essentials"", ""Hot tub"", ""Hangers"", ""Stove"", ""Host greets you"", ""Room-darkening shades"", ""TV with standard cable"", ""Canal view"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Cooking basics"", ""Crib"", ""City skyline view"", ""Heating"", ""Pack \u2019n play/Travel crib"", ""Washer"", ""Kitchen"", ""Iron"", ""Bed linens"", ""Bathtub""]",214.0,3,30,2,3,1125,1125,3.0,1125.0,t,9,11,17,152,2025-03-02,518,52,2,105,54,255,54570.0,2025-02-24,4.97,4.97,4.97,4.99,4.97,4.96,4.91,f,1,1,0,0,3.34,bath
442154,https://www.airbnb.com/rooms/442154,20250302033917,city scrape,Dorsoduro Jewel Box w/ Private Garden,"This light and airy apartment is on the third floor of my building in a charming campiello (little square) with a fountain and lively neighborhood cafes. It is architect restored with careful attention to traditional Venetian materials and has a private garden. Window Screens. You are a beautiful 10 minute walk from the Accademia Bridge. The San Basilio and Ca'Rezzonico vaporetto stops are 5 minutes away. This is a vibrant neighborhood where Venetians work, live and play. 027042-LOC-06900",https://a0.muscache.com/pictures/e9c07d58-b260-4f68-b607-721643ac68fc.jpg,2196999,https://www.airbnb.com/users/show/2196999,Barbara,2012-04-22,"San Francisco, CA",within a few hours,90%,98%,t,4.0,6.0,"['email', 'phone']",t,t,Dorsoduro,Isole,45.43203,12.32182,Entire home,Entire home/apt,4,2.0,2 baths,1.0,2.0,"[""Backyard"", ""Smoke alarm"", ""Shampoo"", ""Air conditioning"", ""Dedicated workspace"", ""Paid parking off premises"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Long term stays allowed"", ""Wifi"", ""Refrigerator"", ""Essentials"", ""Hangers"", ""Stove"", ""Building staff"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Coffee maker"", ""Dryer"", ""Luggage dropoff allowed"", ""Self check-in"", ""Cooking basics"", ""Crib"", ""Heating"", ""Children\u2019s books and toys"", ""Extra pillows and blankets"", ""Washer"", ""Kitchen"", ""Iron"", ""Bed linens""]",149.0,1,120,1,1,1125,1125,1.0,1125.0,t,3,7,26,299,2025-03-02,234,34,1,239,33,204,30396.0,2025-02-28,4.83,4.79,4.93,4.85,4.82,4.72,4.66,t,4,4,0,0,1.55,baths
476112,https://www.airbnb.com/rooms/476112,20250302033917,city scrape,Moisè Lounge just 90mt to S.Mark's square,"*** Any given area are sanitized with Ozone system*** <br />Modern, stylish apartment in the famous ""San Marco"" Area more precisely in ""San Moisè's square"", just 1 min. walking to S.Mark's square with not even a bridge! <br />3 bedrooms, 2 bathrooms, air conditioning/heating in every room and Private terrace/courtyard, 4 sqm. / 4th FLOOR - NO LIFT only stairs <br />WI-FI, Air Conditioning / Heating",https://a0.muscache.com/pictures/prohost-api/Hosting-476112/original/1b3de448-20ee-44a9-bca5-95db211f15a0.jpeg,2360430,https://www.airbnb.com/users/show/2360430,Centrale Venice Apartments,2012-05-13,"Venice, Italy",within an hour,100%,100%,t,2.0,2.0,"['email', 'phone']",t,t,San Marco,Isole,45.433341,12.336277,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,3.0,5.0,"[""Bidet"", ""Outdoor furniture"", ""Shower gel"", ""Shampoo"", ""Air conditioning"", ""Private patio or balcony"", ""Dedicated workspace"", ""Body soap"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Private entrance"", ""Hair dryer"", ""Baking sheet"", ""Oven"", ""Dining table"", ""Wifi"", ""Refrigerator"", ""TV"", ""Cleaning products"", ""Dishwasher"", ""Keypad"", ""Clothing storage: closet, wardrobe, and dresser"", ""Essentials"", ""Hangers"", ""Stove"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""Portable fans"", ""Coffee"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Free washer"", ""Freezer"", ""Self check-in"", ""Cooking basics"", ""First aid kit"", ""City skyline view"", ""Heating"", ""Crib - available upon request"", ""Books and reading material"", ""Safe"", ""Pack \u2019n play/Travel crib"", ""Children\u2019s books and toys"", ""Drying rack for clothing"", ""Kitchen"", ""Iron"", ""Bed linens"", ""Bathtub""]",246.0,3,365,1,4,365,365,3.2,365.0,t,3,12,31,185,2025-03-02,157,0,0,179,0,0,0.0,2023-11-17,4.6,4.79,4.73,4.69,4.75,4.95,4.6,t,2,2,0,0,1.03,baths
71874,https://www.airbnb.com/rooms/71874,20250302033917,city scrape,rooms in Venice,,https://a0.muscache.com/pictures/9893300/ba7c36eb_original.jpg,369642,https://www.airbnb.com/users/show/369642,Valter,2011-01-31,"Venice, Italy",within an hour,100%,100%,f,2.0,2.0,"['email', 'phone']",t,t,Santa Croce,Isole,45.442102837243205,12.32646304638354,Private room in bed and breakfast,Private room,3,1.0,1 shared bath,1.0,1.0,"[""Hair dryer"", ""Essentials"", ""Smoke alarm"", ""Hangers"", ""Breakfast"", ""Pets allowed"", ""Shampoo"", ""Air conditioning"", ""First aid kit"", ""Heating"", ""Wifi"", ""Dedicated workspace"", ""Lock on bedroom door"", ""TV"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Bed linens""]",80.0,1,28,1,3,28,28,1.0,28.0,t,8,9,9,176,2025-03-02,131,29,1,116,32,174,13920.0,2025-02-23,4.43,4.55,4.6,4.65,4.7,4.72,4.28,t,2,0,2,0,0.85,shared bath
72740,https://www.airbnb.com/rooms/72740,20250302033917,city scrape,Eco Venice 1,"Eco-Suite is a private eco-friendly studio of 20 sqm on the second floor (without elevator) with kitchenette, bathroom, one double bed, sofa, satellite TV, heating, air conditioning, entry 24/24, cleaning, car park inside with video-controller 24/24, free Wi-Fi and the common terrace with table and chairs. We give you any info for transport and the neighborhood with directions to shops, supermarkets and restaurants.",https://a0.muscache.com/pictures/475710/ac86898d_original.jpg,377929,https://www.airbnb.com/users/show/377929,Attilio,2011-02-05,"Venice, Italy",within an hour,100%,100%,t,5.0,5.0,"['email', 'phone', 'work_email']",t,t,Favaro,Terraferma,45.50793,12.28336,Entire place,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Backyard"", ""Bidet"", ""Outdoor furniture"", ""Shower gel"", ""Shampoo"", ""Air conditioning"", ""Body soap"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Dryer \u2013 In building"", ""Ethernet connection"", ""Dining table"", ""Laundromat nearby"", ""Wifi"", ""Exterior security cameras on property"", ""Refrigerator"", ""Coffee maker: espresso machine, pour-over coffee"", ""Cleaning products"", ""Dishwasher"", ""Free driveway parking on premises \u2013 1 space"", ""Window guards"", ""Electric stove"", ""Essentials"", ""Host greets you"", ""Hangers"", ""Room-darkening shades"", ""Microwave"", ""Dishes and silverware"", ""EV charger"", ""Patio or balcony"", ""Luggage dropoff allowed"", ""Freezer"", ""Clothing storage: closet and dresser"", ""Standalone high chair - available upon request"", ""Cooking basics"", ""Crib"", ""First aid kit"", ""Heating"", ""24 inch HDTV"", ""Extra pillows and blankets"", ""Kitchen"", ""Iron"", ""Bed linens""]",74.0,3,14,1,3,14,999,2.3,322.4,t,17,41,65,130,2025-03-02,427,40,3,130,42,240,17760.0,2025-02-23,4.83,4.87,4.94,4.93,4.9,4.6,4.78,t,5,5,0,0,2.54,bath
74042,https://www.airbnb.com/rooms/74042,20250302033917,city scrape,Venice Luca's House,,https://a0.muscache.com/pictures/49265472-0507-4485-be17-e6f38b49b9dc.jpg,9609304,https://www.airbnb.com/users/show/9609304,Luca,2013-10-24,"Cervignano del Friuli, Italy",within an hour,100%,100%,t,4.0,4.0,"['email', 'phone']",t,t,Castello,Isole,45.43369,12.35051,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,1.0,"[""Smoke alarm"", ""Pocket wifi"", ""Shampoo"", ""Air conditioning"", ""Elevator"", ""Dedicated workspace"", ""Hot water"", ""Children\u2019s dinnerware"", ""Hair dryer"", ""Long term stays allowed"", ""Oven"", ""Wifi"", ""Refrigerator"", ""Game console"", ""Essentials"", ""Host greets you"", ""Hangers"", ""Stove"", ""TV with standard cable"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Coffee maker"", ""Dryer"", ""Cooking basics"", ""Crib"", ""First aid kit"", ""Heating"", ""Pack \u2019n play/Travel crib"", ""Children\u2019s books and toys"", ""Extra pillows and blankets"", ""Washer"", ""Kitchen"", ""Iron"", ""Bed linens""]",95.0,3,1125,1,4,365,365,3.6,365.0,t,11,17,40,205,2025-03-02,529,7,0,205,9,42,3990.0,2024-12-27,4.78,4.86,4.9,4.83,4.89,4.86,4.79,t,3,3,0,0,3.17,bath
74272,https://www.airbnb.com/rooms/74272,20250302033917,city scrape,Ca' Annalaura 2 CIR 027042-LOC-06865,Ca' Annalaura 2 with private court CIR 027042-LOC-06865,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NzQyNzI%3D/original/82cdcd53-92e1-4b88-8df0-12a8d9cec38e.jpeg,390175,https://www.airbnb.com/users/show/390175,Monica,2011-02-13,"Treviso, Italy",within an hour,100%,100%,t,2.0,4.0,"['email', 'phone']",t,t,Castello,Isole,45.43331,12.35038,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Outdoor furniture"", ""Shower gel"", ""Shampoo"", ""Pets allowed"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Children\u2019s dinnerware"", ""Toaster"", ""Hair dryer"", ""Private backyard \u2013 Fully fenced"", ""Long term stays allowed"", ""Baking sheet"", ""Oven"", ""Wifi"", ""Refrigerator"", ""Cleaning products"", ""Outdoor dining area"", ""Window guards"", ""Essentials"", ""Central air conditioning"", ""Hangers"", ""Clothing storage"", ""Stove"", ""Host greets you"", ""Room-darkening shades"", ""Free washer \u2013 In building"", ""Coffee"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishes and silverware"", ""Coffee maker"", ""Cleaning available during stay"", ""Patio or balcony"", ""Luggage dropoff allowed"", ""Single level home"", ""Courtyard view"", ""Freezer"", ""Cooking basics"", ""Crib"", ""First aid kit"", ""Heating"", ""Pack \u2019n play/Travel crib"", ""Children\u2019s books and toys"", ""Drying rack for clothing"", ""Kitchen"", ""Iron"", ""Bed linens""]",86.0,3,28,3,3,28,28,3.0,28.0,t,11,19,29,292,2025-03-02,358,32,0,232,34,192,16512.0,2025-01-30,4.7,4.76,4.82,4.89,4.9,4.92,4.65,f,2,2,0,0,2.13,bath
